node:ID|name|:LABEL
dc24af3ebf2d118da6acc02221a85ae5e71baa7403d90cbbd3c71615abb72b29|1449,_hyshjsyfczqfzlsw|方剂
8b9e92b6f5fdd1c2af2d4cefbad918abe5f9d99288104786cf3793db8dae9b3a|暑温|疾病
f8c5c23d5124c7a65bef1291e35c59ea26728c95006a53470d9ceba9082012e8|舌边尖红|舌质
941ec7b0b490dc5bec93c811e91477ce2eaaf2b2963c4a087647a97a6095fb5c|薄白微黄而滑|舌苔
d46608c4489e349fa5a33849b7187d97046ea427feb61ab25e286180778bcb66|数脉虚脉弦脉大脉|脉象
039c1c7a43df881081bcddf96d0ca2c16815d499c1cf432f7ca608074ff2ce79|病毒感染支气管炎|西医诊断
a810c0ae2c3d3a2fc2cc3b650b0fe61854dba562ee18d709fc54a54504b5f90b|柴胡|草药
e1cc7d72df11ac6b7649670fc96064f009b5e937bfb99d0b9039fcedabc68734|太子参|草药
2ab77f9cc90a316b124e34fefc6bf60ec5217a2803f3b2af7f3df3f56e26b5aa|黄芩|草药
b39e0b8c23e2d09d3d3a332d12c81817546e2a997dc794ecafd376b0963660d7|半夏|草药
3d9f7ccc4d81fca8f3e4492137db32428d70d861fa1452495dea0e5ee21fdd3a|炙甘草|草药
9eb07302e4392c91baf14193445cbe80ebcdc9051e2db980728421040631a2aa|生姜三片|草药
485306988789c5e93db1787949aca612534a064def088ca1b13a1c59261fdc36|大枣|草药
62be67efb711107a65daad57a4708a90f0167702d2ab7019f2fca162326aaa34|赤芍药|草药
f34056232cb271bc9f3cf57b14f262ffea90c57318241947f9ef26df29040bdc|白芍药|草药
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855||草药
31858897c662af505cef7bcb3dc926807feb538a389567b0576a823912985eba|39500,1964,_hysqrlstzzyyqsjfzlnz|方剂
2f7eb2ca31ca0cc866d5da9ac9abb919e951ed98f978d8084676a6b4b47e7806|逆证|疾病
f0f786bb467c68a0b4cd83eeab0c18f50d1626119e31ebcb704054e1731a99a2|舌绛|舌质
0ca1a5c53a14b1f5241b955ab8c87dabbec5c748ecb5c9e8f2596bd8e502e107|中心黄浊而厚扪之干糙|舌苔
8f5cbcc1327138e68e9511a14e79e88f4c7c95bdffbc7098b2d9fd76f7dcece8|浮数无伦重按无力|脉象
324bb2e3c69e60033c67968f0b6c7562536c85534498e8ca15b48d380b6aaa3f|麻疹合并肺炎|西医诊断
af6e90868466590543ef0b46a9c607293e0961d29a8d04de2e43112ff41beb15|葛根|草药
42648c373a9b268266af013d7d377e4aff381d9cf8813a50f553adabbd51c535|黄连|草药
3eb82b2bd9f7c6c1db509cfe0ab9d66b8ef4eccc56ed6cf26634990a9867c49c|生甘草|草药
38289e27b3a6ad4530f44bcec3df40171cf9c6630bb1fbf1eac6ac85da3fabe3|竹叶|草药
90660d841b50317c75dbb2b78acb97de04a04000c6986b1f44d93297686a07c1|石膏|草药
851a529ae90e5be965db605dae1bdf1de94d6581cbab922550beede33427ebe2|川贝母|草药
76fdc362e59b09a63befd8facee687762d9d034e44be02886fd16f9e8000469e|北沙参|草药
ac5ca1d6df4358286d916de1b1f2613ea7a53dc5e7cb679c3e75175b35c1a2ea|麦冬|草药
ce4c7218e037ff6f561693a09a1f1185df462d0662500a561d992e7fefe80f7a|桑叶|草药
d89604ef5277e3a685c0210c6f2202658fef433cefb208e556a7574b3a74f150|枇杷叶|草药
0eb33ec6e688a13096e8a2bafb6923dd722cc5f9add5eee401219305f54b7dcf|冬瓜仁|草药
b45a20ed488b54eb9d4f70b527dd83751c4a773220e297bba0223b696f12fc29|33990,_hysbxgpqxfzlrzzc|方剂
2247fb4642711f6b0d941addad20b78eea3074e24d0906a98f5ce35d8b0b67e7|乳汁自出|疾病
085f230a41d7d8a0d139835c289ab0f34c25ba7e3e123a407eaa6f323f1f5e00|正红|舌质
d9084cb20594d62d95a9c4c5ed603b1fc12e0bea9f67701113fc2960743c9725|薄白|舌苔
aadff16c83320d0bfad6ed7c0c72fbdd8645e72bee54ab4c00727cb23a286a63|缓脉细脉|脉象
595b15186d17eba1006be985f1ad26263f729b764b52d1f4311dca072858cfaa|无溢乳|西医诊断
ede9431f6d2e3c73fa857b45635dec0bbf0fca727351c6b4ac393beb5ab59bd1|黄芪|草药
936047e280b1c3ebe4fe2b6a16a2394f17ccecef3fa99371bd18f20faa1ad222|党参|草药
049a6b72bc0f8161435f2011ded4c51fa2fff47faf993a1e9b50fbc7300498b9|当归|草药
0cf44f27533dfd42fb66ba21296378d1af03d6889c47174c7213c30495003a09|白术|草药
90e4e58d454b4a7803af7ed5224d9f6821619fc82112e57e8f1e76f01063b37e|茯苓|草药
ef4cc84baff72f9f7308c6685ace2d64f489008ac73e81e41ca63c3bd9c11788|龙眼肉|草药
6b78b20fd0ce2763560be2b8cd8409f62801b76a3b0a453ce31d2df36856a9e9|酸枣仁|草药
493c1604effef00c489518f6b013f73e3515d552ba9b9faf6db1c75a6bba50cc|远志|草药
380d9da515ae18de05ca975544ed50f208e5aae124bc015e3548c1c09f55ccd4|木香|草药
4cb8c79d37edf77c3ea6c0fb0739f1aee93d6d2f0206a738fe8db8d5fd3a3690|熟地黄|草药
81aa46e705759f04ba37ac896733ee2152f13d3cf3867995f2f6f5a7d2017f1a|8511,1916,_hyszpszyfhszjqfzlxx|方剂
4f55703d2792e9491119d9dd1e3513b2bfdaa7370980bdfe2f3c2981e1beec70|泄泻|疾病
8d80661bcfc29f92825ee90d1be87316268f390939c1b6dac0c7a4aa47a3d133|干红|舌质
6cdd0b606c1387d113ad681d9f94e26e71669c82e4c42ce2b8b5d8e9fcc25cc0|无苔|舌苔
b7282925cb8289d51c9cdf4f28408301a24f9ba75d161834b08dc783c2398834|数脉疾脉细脉细如丝数疾无伦|脉象
5f02b9655ecdf958acde0cc790131e10b40969d6be45e69e9f631001c6db6c90|幼儿腹泻夏季腹泻|西医诊断
732d3c061ac2c067a06bda7a6a842becdc0ae302cc059f363fbef9d9778c441b|吉林人参（另炖）|草药
372c991bf49d6b360ea07ea161d2a9fb0988d5acaa40b2025fcdb8f56385f441|麦冬（用米炒）|草药
4068182053f1f9c49ea648a38dbecf32e75cfab43d8b3c08bb3eb571ca24a2df|炮附子|草药
c2a4b02f7c20439df12009e1cb0fe0facd7554f56e71f3f23c53c709f1cc88d4|五味子|草药
3a50cc7d3eb5020bb5b5e02977711c62ebc5e0ce1cd32aa20cc821306f87cde6|干姜|草药
e3772753ac80109011ce19e4d6aaf2e3969b866d917b26f4723df3ab49e8693b|天生术|草药
2ed49948fe5e20b7343cd456fb59dc9e9f67a36227facad2de6797e4ddd0af0d|7786,_hyszsygqyxffzlsw|方剂
6ca42eccfb39b7d18dab5be3efefb011eccaefad5fe5f8c7716314513747f266|干绛枯痿|舌质
0833fb1775738f867a181da256a7d9f1cf0d09f36188f6b4f7ae27f265f75c13|数脉细脉弦脉劲|脉象
3791ef1b337df0f3ed5bbc4e8061fa52e5d0bcf75ca2cb59c49a8cbcdbd7b2fc|流行性乙型脑炎日本脑炎|西医诊断
cc630b4abd3746c031ab4a7f5cb3d2be4576c4211fbcdf17965f753e426d7870|龟版|草药
8b265e9b40625e2faf5faa117f9149ac62ddb9bcc5879cf7605056864d298196|鳖甲|草药
0fc2bf0eddb73cad20f2d5c61d98a90a782063fafd89d1ab6a24b9c20ef34846|牡蛎|草药
916e600755add4a3a1b040246d34c3d67cf71e71562866649783438282addf9b|龙齿|草药
529cd7871f9a8be5cd57c2467f1dd00e17a1051cebdb338273128c41e063ab1b|石决明|草药
bd049fa1217a081a31862fd3ba4433709574ad076d7edc80fdea932a8e46e81e|钩藤|草药
679861b699dc4c4a92974b26c879a4ec249e1a7c6d58ac713c0cff6b2d2ad48c|干地黄|草药
5846a29a8b4dc7922af590bafed463d5213ff3f4dda01d9060289b90a523af56|阿胶|草药
7f04cb488b71e8c40418b65e0998a91d3b1a61a8c3bd0bad0593c493c670dd05|（烊化）|草药
58c1c4bc5fb749cb7e5bed4c29e146f5a7a08fa4092f6a030e514750b2c7abf8|29866,31164,_hysqrdsyqsjfzlsw|方剂
669ea453d35fa09853d27f3a31ab24c5adea0ac4c9c8a112e925ad7d5e53ac51|舌赤|舌质
a2e45ccacc537d453784781d750555df90c81b66b208af30b8202a3bf2981226|苔黄干|舌苔
2e35453660eb954a1cf845222a666359c64facd49738fb97782aafaaa9bfdc16|濡脉数脉疾脉细脉|脉象
fcd6c1a3082db17ae94fedae6ad8862f40620bd269e56d9328d8cbd9938ee937|传染性单核细胞增多症|西医诊断
6ba133941d4ce265397d605c1110c68e386bf6c6cf48d17862980b4ec4f8b8ab|西洋参|草药
a7783aa9276505e2950706ed224f17a53be717b1794e05aad7e99598171e222d|（另炖）|草药
4625e903349b55cda162cb04ad337f49a0ed6fd579fb72ae48af7d7ae0effb3d|竹叶卷心|草药
4fd48db23b4be722fc61d14563d16909579d119ad5fa71e7f88d31a42b4da9ac|丝瓜络|草药
616e87939ab49da0cdc0c68ea8bf0126e78f9482ebbd41ebdceaffb1fb7e909e|知母|草药
18a578fb6c3c494032ddb0e252c1bc49cb013c5f66d66d5e79676e0875fcf18d|石斛|草药
6957c4f2730c1fbb5cb2f540939d72a55ca9ae69f19d7eebe0d22fe4ea51b343|扁豆花|草药
c3fe54efab3aeacc5440b03ec0077efa1ad0894f520ece09d6e3d938744e30cc|鲜莲叶半块|草药
13718712b7ae394e6140a57cf43c6a6306146f40e3e47ac452b13aff8ccef5e1|西瓜皮|草药
1400ff56e88d59f0d7e309acb6df39e95021239a4347f390c37c6a253d67e1a4|银花藤|草药
250f92bb66070413ea11aa6b3a281184fbba5cde53a8fbef7c40ca5b479c5c0b|崩大碗|草药
d0f56bb09519c6cc8d4f466a85039cce52e6fd7c3a22e7bf73423e829b6470d5|31068,34841,_hysyysbyqgtzxfzlxz|方剂
4fc0494edba1112786c366dcca810d76afcec4248243612f9e335500120e27ea|血证|疾病
381e7fb40a90c3c341e67119e5c7c6da6e14568448db4911c971f603ac713a2a|舌红|舌质
8c5ea19892aa598f839e341029ee9f3d24250d3fcd1020d97a8704a55e015586|黄薄而润|舌苔
261fea339a41e2c1dfe7fdb1f065000b4562550a1e62cba295b753991945f46a|浮脉数脉六脉浮数重按无力|脉象
6e9959e255f4962f032e237d93c0fa2887566c61f71ea0f9d9e96b6c3dad906c|肠伤寒合并肠出血|西医诊断
f2de7b8a1056ec1bad75dba45d2c0437d73b7615fd9feac6632e4f611c023079|高丽参|草药
a9b9a41dd596f152eb635912fc784cb1cbae0ea7b4a09cb607a87777d503b807|桂枝|草药
c036aedd31a23f98ec35cd4de0a8d2cc6706ee69688ee09f4d197db8f2a801e8|白芍|草药
f9ffc6fe16f51d75d511f4d61d3e1e419f13f6fe3fa9e9b55f09ae132bffa729|3449,2046,1916,_hyswyyqzybxfmgtfzlxj|方剂
b8fb9fc968612bcf595c48c2f9fd7e90fb22535c06283958844fc3de4b53040c|心悸|疾病
7de38f5c5717e31a219ed2f4ea746758ecb72f7a5f47bda898998e45a66dd9a7|舌胖色深红边尖黯晦有少许瘀斑|舌质
5e554d00072985d71b791d9a85f17991bab7026dc2234cf5e5ce5e4f524442c3|苔黄腻浊|舌苔
6001b5dbb23f182e602df03ff69aedc12f1da8ddda7a61757f7282073b856a91|促脉细脉沉细数而乱三五不参重按欲绝|脉象
dc33370554d6ee4bb39ac1e64b32b3da8e8abe91ad76ba384a4909c900e61927|心律失常频发期前收缩继发心房颤动|西医诊断
7135bf5efe81b3b7238db2b56703e6265cf0f4cbea04ca821792f1c582de30fd|龙骨|草药
9a09aea163b4c1db72900300b1374d905ace2ed5e603a90d10865339c4d37bc0|生姜（煨熟）三片|草药
0a1121d9cd93aeb3ae8959df95b913c9cab606005a15bd9b726bcdd0d2ff79e0|阿胶（烊化）|草药
ac8200a9f47e00cd8ad66ab6ab4c7d24beaab822b15ad0b43cd4ec7cbe7e4a4d|0,近效术附汤_hyszlxy|方剂
345ec59d3b39a6f382734407ef41f1484f8d609b6443c3cb3da49f402ae73f8a|眩晕|疾病
14d9ce141de49af94d884707674b28b5035c652a78a9cce54f889762ae935a5a|暗淡|舌质
199766e660a266fce15721d4a8c567b68385bf4fb8027935ea655b753b9140a2|苔薄白|舌苔
c3a9afd09e40bd79cce1149082f6a20ca28eba6993921e5e5a0159990be6b7a5|革脉缓脉大脉缓大而革如按鼓皮|脉象
a2d0db3b1b3102cdeac9c44902336ad114ab290dba146a542e99d8a1051858d9|高血压危象|西医诊断
7bc462b3837ac90f90b50bc47496bf0e28f84ff1d63a057a0ebcff22dfb329ff|生姜（煨熟）|草药
110a79e1d8caa6dac2808866309c8233e61dc37b442866e7d9ac91a2a6552164|天麻|草药
df7222aa64d74db4af3dca58e21f023d845b77201f6e2b22e67a8b41c80a1dcb|0,叶氏降压方_hyskjxxpxgffzlxy|方剂
054dde23430568c56579bd0f6e53c61b55d750e6911c2a13dd56d5fdb799c6e6|苔微黄而干|舌苔
e6087162ac3eec1e070c3e1f0b5d1645ccd695c43b4b40115f07f779ba3632d6|弦脉弦劲如循锋刃|脉象
